2017-12-6-12-38-55    UserID [2]    Transaction Complete 
2017-12-6-12-38-55    UserID [9]    Transaction Complete 
2017-12-6-12-38-55    UserID [7]    Transaction Complete 
2017-12-6-12-38-55    UserID [4]    Transaction Complete 
2017-12-6-12-38-55    UserID [8]    Transaction Complete 
2017-12-6-12-38-55    UserID [1]    Transaction Complete 
2017-12-6-12-38-55    UserID [5]    Transaction Complete 
2017-12-6-12-38-55    UserID [4]    Transaction Complete 
2017-12-6-12-38-55    UserID [8]    Transaction Complete 
2017-12-6-12-38-55    UserID [3]    Transaction Complete 
2017-12-6-12-38-55    UserID [1]    Transaction Complete 
2017-12-6-12-38-55    UserID [6]    Transaction Complete 
2017-12-6-12-38-55    UserID [0]    Transaction Complete 
2017-12-6-12-38-55    UserID [2]    Transaction Complete 
2017-12-6-12-38-55    UserID [7]    Transaction Complete 
2017-12-6-12-38-55    UserID [9]    Transaction Complete 
2017-12-6-12-38-55    UserID [5]    Transaction Complete 
2017-12-6-12-38-55    UserID [4]    Transaction Complete 
2017-12-6-12-38-55    UserID [2]    Transaction Complete 
2017-12-6-12-38-55    UserID [9]    Transaction Complete 
2017-12-6-12-38-55    UserID [1]    Transaction Complete 
2017-12-6-12-38-55    UserID [6]    Transaction Complete 
2017-12-6-12-38-55    UserID [3]    Transaction Complete 
2017-12-6-12-38-55    UserID [7]    Transaction Complete 
2017-12-6-12-38-55    UserID [0]    Transaction Complete 
2017-12-6-12-38-55    UserID [8]    Transaction Complete 
2017-12-6-12-38-55    UserID [5]    Transaction Complete 
2017-12-6-12-38-56    UserID [0]    Transaction Complete 
2017-12-6-12-38-56    UserID [5]    Transaction Complete 
2017-12-6-12-38-56    UserID [2]    Transaction Complete 
2017-12-6-12-38-56    UserID [1]    Transaction Complete 
2017-12-6-12-38-56    UserID [3]    Transaction Complete 
2017-12-6-12-38-56    UserID [4]    Transaction Complete 
2017-12-6-12-38-56    UserID [9]    Transaction Complete 
2017-12-6-12-38-56    UserID [6]    Transaction Complete 
2017-12-6-12-38-56    UserID [8]    Transaction Complete 
2017-12-6-12-38-56    UserID [7]    Transaction Complete 
2017-12-6-12-38-56    UserID [4]    Transaction Complete 
2017-12-6-12-38-56    UserID [9]    Transaction Complete 
2017-12-6-12-38-56    UserID [1]    Transaction Complete 
2017-12-6-12-38-56    UserID [2]    Transaction Complete 
2017-12-6-12-38-56    UserID [8]    Transaction Complete 
2017-12-6-12-38-56    UserID [0]    Transaction Complete 
2017-12-6-12-38-56    UserID [7]    Transaction Complete 
2017-12-6-12-38-56    UserID [3]    Transaction Complete 
2017-12-6-12-38-56    UserID [6]    Transaction Complete 
2017-12-6-12-38-56    UserID [5]    Transaction Complete 
2017-12-6-12-38-57    UserID [4]    Transaction Complete 
2017-12-6-12-38-57    UserID [7]    Transaction Complete 
2017-12-6-12-38-57    UserID [2]    Transaction Complete 
2017-12-6-12-38-57    UserID [6]    Transaction Complete 
2017-12-6-12-38-57    UserID [3]    Transaction Complete 
2017-12-6-12-38-57    UserID [5]    Transaction Complete 
2017-12-6-12-38-57    UserID [0]    Transaction Complete 
2017-12-6-12-38-57    UserID [1]    Transaction Complete 
2017-12-6-12-38-57    UserID [9]    Transaction Complete 
2017-12-6-12-38-57    UserID [8]    Transaction Complete 
2017-12-6-12-38-57    UserID [4]    Transaction Complete 
2017-12-6-12-38-57    UserID [3]    Transaction Complete 
2017-12-6-12-38-57    UserID [6]    Transaction Complete 
2017-12-6-12-38-57    UserID [2]    Transaction Complete 
2017-12-6-12-38-57    UserID [5]    Transaction Complete 
2017-12-6-12-38-57    UserID [1]    Transaction Complete 
2017-12-6-12-38-57    UserID [0]    Transaction Complete 
2017-12-6-12-38-57    UserID [8]    Transaction Complete 
2017-12-6-12-38-57    UserID [9]    Transaction Complete 
2017-12-6-12-38-57    UserID [7]    Transaction Complete 
2017-12-6-12-38-57    UserID [4]    Transaction Complete 
2017-12-6-12-38-57    UserID [8]    Transaction Complete 
2017-12-6-12-38-57    UserID [6]    Transaction Complete 
2017-12-6-12-38-57    UserID [2]    Transaction Complete 
2017-12-6-12-38-57    UserID [0]    Transaction Complete 
2017-12-6-12-38-57    UserID [3]    Transaction Complete 
2017-12-6-12-38-57    UserID [5]    Transaction Complete 
2017-12-6-12-38-57    UserID [9]    Transaction Complete 
2017-12-6-12-38-57    UserID [1]    Transaction Complete 
2017-12-6-12-38-57    UserID [7]    Transaction Complete 
2017-12-6-12-38-57    UserID [4]    Transaction Complete 
2017-12-6-12-38-58    UserID [6]    Transaction Complete 
2017-12-6-12-38-58    UserID [5]    Transaction Complete 
2017-12-6-12-38-58    UserID [2]    Transaction Complete 
2017-12-6-12-38-58    UserID [3]    Transaction Complete 
2017-12-6-12-38-58    UserID [1]    Transaction Complete 
2017-12-6-12-38-58    UserID [9]    Transaction Complete 
2017-12-6-12-38-58    UserID [0]    Transaction Complete 
2017-12-6-12-38-58    UserID [7]    Transaction Complete 
2017-12-6-12-38-58    UserID [8]    Transaction Complete 
2017-12-6-12-38-58    UserID [4]    Transaction Complete 
2017-12-6-12-38-58    UserID [1]    Transaction Complete 
2017-12-6-12-38-58    UserID [7]    Transaction Complete 
2017-12-6-12-38-58    UserID [0]    Transaction Complete 
2017-12-6-12-38-58    UserID [5]    Transaction Complete 
2017-12-6-12-38-58    UserID [3]    Transaction Complete 
2017-12-6-12-38-58    UserID [9]    Transaction Complete 
2017-12-6-12-38-58    UserID [6]    Transaction Complete 
2017-12-6-12-38-58    UserID [2]    Transaction Complete 
2017-12-6-12-38-58    UserID [8]    Transaction Complete 
2017-12-6-12-38-58    UserID [4]    Transaction Complete 
2017-12-6-12-38-58    UserID [1]    Transaction Complete 
2017-12-6-12-38-59    UserID [0]    Transaction Complete 
2017-12-6-12-38-59    UserID [5]    Transaction Complete 
2017-12-6-12-38-59    UserID [3]    Transaction Complete 
2017-12-6-12-38-59    UserID [7]    Transaction Complete 
2017-12-6-12-38-59    UserID [2]    Transaction Complete 
2017-12-6-12-38-59    UserID [8]    Transaction Complete 
2017-12-6-12-38-59    UserID [6]    Transaction Complete 
2017-12-6-12-38-59    UserID [9]    Transaction Complete 
2017-12-6-12-38-59    UserID [4]    Transaction Complete 
2017-12-6-12-38-59    UserID [1]    Transaction Complete 
2017-12-6-12-38-59    UserID [6]    Transaction Complete 
2017-12-6-12-38-59    UserID [7]    Transaction Complete 
2017-12-6-12-38-59    UserID [4]    Transaction Complete 
2017-12-6-12-38-59    UserID [3]    Transaction Complete 
2017-12-6-12-38-59    UserID [9]    Transaction Complete 
2017-12-6-12-38-59    UserID [5]    Transaction Complete 
2017-12-6-12-38-59    UserID [8]    Transaction Complete 
2017-12-6-12-38-59    UserID [0]    Transaction Complete 
2017-12-6-12-38-59    UserID [2]    Transaction Complete 
2017-12-6-12-38-59    UserID [1]    Transaction Complete 
2017-12-6-12-38-59    UserID [5]    Transaction Complete 
2017-12-6-12-38-59    UserID [9]    Transaction Complete 
2017-12-6-12-38-59    UserID [2]    Transaction Complete 
2017-12-6-12-38-59    UserID [6]    Transaction Complete 
2017-12-6-12-38-59    UserID [3]    Transaction Complete 
2017-12-6-12-38-59    UserID [0]    Transaction Complete 
2017-12-6-12-38-59    UserID [7]    Transaction Complete 
2017-12-6-12-38-59    UserID [8]    Transaction Complete 
2017-12-6-12-38-59    UserID [4]    Transaction Complete 
2017-12-6-12-38-59    UserID [1]    Transaction Complete 
2017-12-6-12-39-0    UserID [0]    Transaction Complete 
2017-12-6-12-39-0    UserID [7]    Transaction Complete 
2017-12-6-12-39-0    UserID [4]    Transaction Complete 
2017-12-6-12-39-0    UserID [2]    Transaction Complete 
2017-12-6-12-39-0    UserID [3]    Transaction Complete 
2017-12-6-12-39-0    UserID [6]    Transaction Complete 
2017-12-6-12-39-0    UserID [5]    Transaction Complete 
2017-12-6-12-39-0    UserID [9]    Transaction Complete 
2017-12-6-12-39-0    UserID [8]    Transaction Complete 
2017-12-6-12-39-0    UserID [1]    Transaction Complete 
2017-12-6-12-39-0    UserID [0]    Transaction Complete 
2017-12-6-12-39-0    UserID [1]    Transaction Complete 
2017-12-6-12-39-0    UserID [3]    Transaction Complete 
2017-12-6-12-39-0    UserID [6]    Transaction Complete 
2017-12-6-12-39-0    UserID [8]    Transaction Complete 
2017-12-6-12-39-0    UserID [9]    Transaction Complete 
2017-12-6-12-39-0    UserID [2]    Transaction Complete 
2017-12-6-12-39-0    UserID [4]    Transaction Complete 
2017-12-6-12-39-0    UserID [5]    Transaction Complete 
2017-12-6-12-39-0    UserID [7]    Transaction Complete 
2017-12-6-12-39-0    UserID [0]    Transaction Complete 
2017-12-6-12-39-0    UserID [1]    Transaction Complete 
2017-12-6-12-39-0    UserID [3]    Transaction Complete 
2017-12-6-12-39-0    UserID [2]    Transaction Complete 
2017-12-6-12-39-0    UserID [7]    Transaction Complete 
2017-12-6-12-39-0    UserID [4]    Transaction Complete 
2017-12-6-12-39-0    UserID [6]    Transaction Complete 
2017-12-6-12-39-0    UserID [5]    Transaction Complete 
2017-12-6-12-39-0    UserID [9]    Transaction Complete 
2017-12-6-12-39-0    UserID [8]    Transaction Complete 
2017-12-6-12-39-0    UserID [0]    Transaction Complete 
2017-12-6-12-39-1    UserID [4]    Transaction Complete 
2017-12-6-12-39-1    UserID [8]    Transaction Complete 
2017-12-6-12-39-1    UserID [6]    Transaction Complete 
2017-12-6-12-39-1    UserID [3]    Transaction Complete 
2017-12-6-12-39-1    UserID [9]    Transaction Complete 
2017-12-6-12-39-1    UserID [5]    Transaction Complete 
2017-12-6-12-39-1    UserID [2]    Transaction Complete 
2017-12-6-12-39-1    UserID [7]    Transaction Complete 
2017-12-6-12-39-1    UserID [1]    Transaction Complete 
2017-12-6-12-39-1    UserID [0]    Transaction Complete 
2017-12-6-12-39-1    UserID [4]    Transaction Complete 
2017-12-6-12-39-1    UserID [5]    Transaction Complete 
2017-12-6-12-39-1    UserID [8]    Transaction Complete 
2017-12-6-12-39-1    UserID [3]    Transaction Complete 
2017-12-6-12-39-1    UserID [2]    Transaction Complete 
2017-12-6-12-39-1    UserID [1]    Transaction Complete 
2017-12-6-12-39-1    UserID [6]    Transaction Complete 
2017-12-6-12-39-1    UserID [7]    Transaction Complete 
2017-12-6-12-39-1    UserID [9]    Transaction Complete 
2017-12-6-12-39-1    UserID [0]    Transaction Complete 
2017-12-6-12-39-1    UserID [4]    Transaction Complete 
2017-12-6-12-39-2    UserID [0]    Transaction Complete 
2017-12-6-12-39-2    UserID [6]    Transaction Complete 
2017-12-6-12-39-2    UserID [9]    Transaction Complete 
2017-12-6-12-39-2    UserID [3]    Transaction Complete 
2017-12-6-12-39-2    UserID [5]    Transaction Complete 
2017-12-6-12-39-2    UserID [2]    Transaction Complete 
2017-12-6-12-39-2    UserID [8]    Transaction Complete 
2017-12-6-12-39-2    UserID [7]    Transaction Complete 
2017-12-6-12-39-2    UserID [1]    Transaction Complete 
2017-12-6-12-39-2    UserID [4]    Transaction Complete 
2017-12-6-12-39-2    UserID [5]    Transaction Complete 
2017-12-6-12-39-2    UserID [7]    Transaction Complete 
2017-12-6-12-39-2    UserID [9]    Transaction Complete 
2017-12-6-12-39-2    UserID [3]    Transaction Complete 
2017-12-6-12-39-2    UserID [1]    Transaction Complete 
2017-12-6-12-39-2    UserID [2]    Transaction Complete 
2017-12-6-12-39-2    UserID [6]    Transaction Complete 
2017-12-6-12-39-2    UserID [0]    Transaction Complete 
2017-12-6-12-39-2    UserID [8]    Transaction Complete 
2017-12-6-12-39-2    UserID [4]    Transaction Complete 
2017-12-6-12-39-2    UserID [6]    Transaction Complete 
2017-12-6-12-39-2    UserID [4]    Transaction Complete 
2017-12-6-12-39-2    UserID [2]    Transaction Complete 
2017-12-6-12-39-2    UserID [3]    Transaction Complete 
2017-12-6-12-39-2    UserID [0]    Transaction Complete 
2017-12-6-12-39-2    UserID [1]    Transaction Complete 
2017-12-6-12-39-2    UserID [8]    Transaction Complete 
2017-12-6-12-39-2    UserID [7]    Transaction Complete 
2017-12-6-12-39-2    UserID [9]    Transaction Complete 
2017-12-6-12-39-2    UserID [5]    Transaction Complete 
2017-12-6-12-39-3    UserID [8]    Transaction Complete 
2017-12-6-12-39-3    UserID [7]    Transaction Complete 
2017-12-6-12-39-3    UserID [0]    Transaction Complete 
2017-12-6-12-39-3    UserID [9]    Transaction Complete 
2017-12-6-12-39-3    UserID [2]    Transaction Complete 
2017-12-6-12-39-3    UserID [5]    Transaction Complete 
2017-12-6-12-39-3    UserID [1]    Transaction Complete 
2017-12-6-12-39-3    UserID [3]    Transaction Complete 
2017-12-6-12-39-3    UserID [6]    Transaction Complete 
2017-12-6-12-39-3    UserID [4]    Transaction Complete 
2017-12-6-12-39-3    UserID [5]    Transaction Complete 
2017-12-6-12-39-3    UserID [7]    Transaction Complete 
2017-12-6-12-39-3    UserID [2]    Transaction Complete 
2017-12-6-12-39-3    UserID [0]    Transaction Complete 
2017-12-6-12-39-3    UserID [9]    Transaction Complete 
2017-12-6-12-39-3    UserID [3]    Transaction Complete 
2017-12-6-12-39-3    UserID [8]    Transaction Complete 
2017-12-6-12-39-3    UserID [1]    Transaction Complete 
2017-12-6-12-39-3    UserID [4]    Transaction Complete 
2017-12-6-12-39-3    UserID [6]    Transaction Complete 
2017-12-6-12-39-3    UserID [5]    Transaction Complete 
2017-12-6-12-39-3    UserID [9]    Transaction Complete 
2017-12-6-12-39-3    UserID [3]    Transaction Complete 
2017-12-6-12-39-3    UserID [1]    Transaction Complete 
2017-12-6-12-39-3    UserID [8]    Transaction Complete 
2017-12-6-12-39-3    UserID [0]    Transaction Complete 
2017-12-6-12-39-3    UserID [6]    Transaction Complete 
2017-12-6-12-39-3    UserID [7]    Transaction Complete 
2017-12-6-12-39-3    UserID [2]    Transaction Complete 
2017-12-6-12-39-3    UserID [4]    Transaction Complete 
2017-12-6-12-39-4    UserID [5]    Transaction Complete 
2017-12-6-12-39-4    UserID [2]    Transaction Complete 
2017-12-6-12-39-4    UserID [1]    Transaction Complete 
2017-12-6-12-39-4    UserID [8]    Transaction Complete 
2017-12-6-12-39-4    UserID [3]    Transaction Complete 
2017-12-6-12-39-4    UserID [6]    Transaction Complete 
2017-12-6-12-39-4    UserID [9]    Transaction Complete 
2017-12-6-12-39-4    UserID [0]    Transaction Complete 
2017-12-6-12-39-4    UserID [4]    Transaction Complete 
2017-12-6-12-39-4    UserID [7]    Transaction Complete 
2017-12-6-12-39-4    UserID [5]    Transaction Complete 
2017-12-6-12-39-4    UserID [0]    Transaction Complete 
2017-12-6-12-39-4    UserID [9]    Transaction Complete 
2017-12-6-12-39-4    UserID [3]    Transaction Complete 
2017-12-6-12-39-4    UserID [7]    Transaction Complete 
2017-12-6-12-39-4    UserID [1]    Transaction Complete 
2017-12-6-12-39-4    UserID [4]    Transaction Complete 
2017-12-6-12-39-4    UserID [6]    Transaction Complete 
2017-12-6-12-39-4    UserID [2]    Transaction Complete 
2017-12-6-12-39-4    UserID [8]    Transaction Complete 
2017-12-6-12-39-4    UserID [5]    Transaction Complete 
