2017-12-10-20-12-56    UserID [44]    Transaction Complete 
2017-12-10-20-12-56    UserID [11]    Transaction Complete 
2017-12-10-20-12-56    UserID [46]    Transaction Complete 
2017-12-10-20-12-56    UserID [0]    Transaction Complete 
2017-12-10-20-12-56    UserID [26]    Transaction Complete 
2017-12-10-20-12-56    UserID [42]    Transaction Complete 
2017-12-10-20-12-56    UserID [41]    Transaction Complete 
2017-12-10-20-12-56    UserID [7]    Transaction Complete 
2017-12-10-20-12-56    UserID [43]    Transaction Complete 
2017-12-10-20-12-56    UserID [39]    Transaction Complete 
2017-12-10-20-12-56    UserID [38]    Transaction Complete 
2017-12-10-20-12-56    UserID [18]    Transaction Complete 
2017-12-10-20-12-56    UserID [47]    Transaction Complete 
2017-12-10-20-12-56    UserID [27]    Transaction Complete 
2017-12-10-20-12-56    UserID [9]    Transaction Complete 
2017-12-10-20-12-56    UserID [12]    Transaction Complete 
2017-12-10-20-12-56    UserID [10]    Transaction Complete 
2017-12-10-20-12-56    UserID [1]    Transaction Complete 
2017-12-10-20-12-56    UserID [5]    Transaction Complete 
2017-12-10-20-12-56    UserID [24]    Transaction Complete 
2017-12-10-20-12-56    UserID [16]    Transaction Complete 
2017-12-10-20-12-56    UserID [3]    Transaction Complete 
2017-12-10-20-12-56    UserID [8]    Transaction Complete 
2017-12-10-20-12-56    UserID [21]    Transaction Complete 
2017-12-10-20-12-56    UserID [15]    Transaction Complete 
2017-12-10-20-12-56    UserID [17]    Transaction Complete 
2017-12-10-20-12-56    UserID [28]    Transaction Complete 
2017-12-10-20-12-56    UserID [36]    Transaction Complete 
2017-12-10-20-12-56    UserID [33]    Transaction Complete 
2017-12-10-20-12-56    UserID [22]    Transaction Complete 
2017-12-10-20-12-56    UserID [29]    Transaction Complete 
2017-12-10-20-12-56    UserID [19]    Transaction Complete 
2017-12-10-20-12-56    UserID [49]    Transaction Complete 
2017-12-10-20-12-56    UserID [31]    Transaction Complete 
2017-12-10-20-12-56    UserID [32]    Transaction Complete 
2017-12-10-20-12-56    UserID [30]    Transaction Complete 
2017-12-10-20-12-56    UserID [48]    Transaction Complete 
2017-12-10-20-12-56    UserID [34]    Transaction Complete 
2017-12-10-20-12-56    UserID [13]    Transaction Complete 
2017-12-10-20-12-56    UserID [40]    Transaction Complete 
2017-12-10-20-12-56    UserID [2]    Transaction Complete 
2017-12-10-20-12-56    UserID [35]    Transaction Complete 
2017-12-10-20-12-56    UserID [14]    Transaction Complete 
2017-12-10-20-12-56    UserID [45]    Transaction Complete 
2017-12-10-20-12-56    UserID [25]    Transaction Complete 
2017-12-10-20-12-56    UserID [23]    Transaction Complete 
2017-12-10-20-12-56    UserID [6]    Transaction Complete 
2017-12-10-20-12-57    UserID [20]    Transaction Complete 
2017-12-10-20-12-57    UserID [37]    Transaction Complete 
2017-12-10-20-12-57    UserID [4]    Transaction Complete 
2017-12-10-20-12-57    UserID [0]    Transaction Complete 
2017-12-10-20-12-57    UserID [44]    Transaction Complete 
2017-12-10-20-12-57    UserID [43]    Transaction Complete 
2017-12-10-20-12-57    UserID [11]    Transaction Complete 
2017-12-10-20-12-57    UserID [46]    Transaction Complete 
2017-12-10-20-12-57    UserID [27]    Transaction Complete 
2017-12-10-20-12-57    UserID [42]    Transaction Complete 
2017-12-10-20-12-57    UserID [18]    Transaction Complete 
2017-12-10-20-12-57    UserID [41]    Transaction Complete 
2017-12-10-20-12-57    UserID [10]    Transaction Complete 
2017-12-10-20-12-57    UserID [26]    Transaction Complete 
2017-12-10-20-12-57    UserID [39]    Transaction Complete 
2017-12-10-20-12-57    UserID [7]    Transaction Complete 
2017-12-10-20-12-57    UserID [38]    Transaction Complete 
2017-12-10-20-12-57    UserID [5]    Transaction Complete 
2017-12-10-20-12-57    UserID [47]    Transaction Complete 
2017-12-10-20-12-57    UserID [21]    Transaction Complete 
2017-12-10-20-12-57    UserID [1]    Transaction Complete 
2017-12-10-20-12-57    UserID [9]    Transaction Complete 
2017-12-10-20-12-57    UserID [16]    Transaction Complete 
2017-12-10-20-12-57    UserID [12]    Transaction Complete 
2017-12-10-20-12-57    UserID [3]    Transaction Complete 
2017-12-10-20-12-57    UserID [8]    Transaction Complete 
2017-12-10-20-12-57    UserID [29]    Transaction Complete 
2017-12-10-20-12-57    UserID [13]    Transaction Complete 
2017-12-10-20-12-57    UserID [36]    Transaction Complete 
2017-12-10-20-12-57    UserID [48]    Transaction Complete 
2017-12-10-20-12-57    UserID [28]    Transaction Complete 
2017-12-10-20-12-57    UserID [31]    Transaction Complete 
2017-12-10-20-12-57    UserID [19]    Transaction Complete 
2017-12-10-20-12-57    UserID [17]    Transaction Complete 
2017-12-10-20-12-57    UserID [32]    Transaction Complete 
2017-12-10-20-12-57    UserID [35]    Transaction Complete 
2017-12-10-20-12-57    UserID [30]    Transaction Complete 
2017-12-10-20-12-57    UserID [15]    Transaction Complete 
2017-12-10-20-12-57    UserID [22]    Transaction Complete 
2017-12-10-20-12-57    UserID [24]    Transaction Complete 
2017-12-10-20-12-57    UserID [40]    Transaction Complete 
2017-12-10-20-12-57    UserID [2]    Transaction Complete 
2017-12-10-20-12-57    UserID [49]    Transaction Complete 
2017-12-10-20-12-57    UserID [34]    Transaction Complete 
2017-12-10-20-12-57    UserID [14]    Transaction Complete 
2017-12-10-20-12-57    UserID [33]    Transaction Complete 
2017-12-10-20-12-57    UserID [45]    Transaction Complete 
2017-12-10-20-12-57    UserID [25]    Transaction Complete 
2017-12-10-20-12-57    UserID [23]    Transaction Complete 
2017-12-10-20-12-57    UserID [20]    Transaction Complete 
2017-12-10-20-12-57    UserID [37]    Transaction Complete 
2017-12-10-20-12-58    UserID [6]    Transaction Complete 
2017-12-10-20-12-58    UserID [44]    Transaction Complete 
2017-12-10-20-12-58    UserID [4]    Transaction Complete 
2017-12-10-20-12-58    UserID [11]    Transaction Complete 
2017-12-10-20-12-58    UserID [0]    Transaction Complete 
2017-12-10-20-12-58    UserID [42]    Transaction Complete 
2017-12-10-20-12-58    UserID [43]    Transaction Complete 
2017-12-10-20-12-58    UserID [18]    Transaction Complete 
2017-12-10-20-12-58    UserID [5]    Transaction Complete 
2017-12-10-20-12-58    UserID [27]    Transaction Complete 
2017-12-10-20-12-58    UserID [41]    Transaction Complete 
2017-12-10-20-12-58    UserID [21]    Transaction Complete 
2017-12-10-20-12-58    UserID [39]    Transaction Complete 
2017-12-10-20-12-58    UserID [46]    Transaction Complete 
2017-12-10-20-12-58    UserID [26]    Transaction Complete 
2017-12-10-20-12-58    UserID [38]    Transaction Complete 
2017-12-10-20-12-58    UserID [10]    Transaction Complete 
2017-12-10-20-12-58    UserID [1]    Transaction Complete 
2017-12-10-20-12-58    UserID [3]    Transaction Complete 
2017-12-10-20-12-58    UserID [7]    Transaction Complete 
2017-12-10-20-12-58    UserID [28]    Transaction Complete 
2017-12-10-20-12-58    UserID [48]    Transaction Complete 
2017-12-10-20-12-58    UserID [13]    Transaction Complete 
2017-12-10-20-12-58    UserID [47]    Transaction Complete 
2017-12-10-20-12-58    UserID [8]    Transaction Complete 
2017-12-10-20-12-58    UserID [16]    Transaction Complete 
2017-12-10-20-12-58    UserID [9]    Transaction Complete 
2017-12-10-20-12-58    UserID [29]    Transaction Complete 
2017-12-10-20-12-58    UserID [2]    Transaction Complete 
2017-12-10-20-12-58    UserID [24]    Transaction Complete 
2017-12-10-20-12-58    UserID [30]    Transaction Complete 
2017-12-10-20-12-58    UserID [36]    Transaction Complete 
2017-12-10-20-12-58    UserID [32]    Transaction Complete 
2017-12-10-20-12-58    UserID [31]    Transaction Complete 
2017-12-10-20-12-58    UserID [19]    Transaction Complete 
2017-12-10-20-12-58    UserID [15]    Transaction Complete 
2017-12-10-20-12-58    UserID [12]    Transaction Complete 
2017-12-10-20-12-58    UserID [34]    Transaction Complete 
2017-12-10-20-12-58    UserID [17]    Transaction Complete 
2017-12-10-20-12-58    UserID [35]    Transaction Complete 
2017-12-10-20-12-58    UserID [22]    Transaction Complete 
2017-12-10-20-12-58    UserID [49]    Transaction Complete 
2017-12-10-20-12-58    UserID [25]    Transaction Complete 
2017-12-10-20-12-58    UserID [23]    Transaction Complete 
2017-12-10-20-12-58    UserID [33]    Transaction Complete 
2017-12-10-20-12-58    UserID [14]    Transaction Complete 
2017-12-10-20-12-58    UserID [20]    Transaction Complete 
2017-12-10-20-12-58    UserID [45]    Transaction Complete 
2017-12-10-20-12-58    UserID [37]    Transaction Complete 
2017-12-10-20-12-58    UserID [40]    Transaction Complete 
2017-12-10-20-12-58    UserID [11]    Transaction Complete 
2017-12-10-20-12-58    UserID [6]    Transaction Complete 
2017-12-10-20-12-58    UserID [4]    Transaction Complete 
2017-12-10-20-12-59    UserID [44]    Transaction Complete 
2017-12-10-20-12-59    UserID [0]    Transaction Complete 
2017-12-10-20-12-59    UserID [27]    Transaction Complete 
2017-12-10-20-12-59    UserID [5]    Transaction Complete 
2017-12-10-20-12-59    UserID [43]    Transaction Complete 
2017-12-10-20-12-59    UserID [21]    Transaction Complete 
2017-12-10-20-12-59    UserID [41]    Transaction Complete 
2017-12-10-20-12-59    UserID [46]    Transaction Complete 
2017-12-10-20-12-59    UserID [3]    Transaction Complete 
2017-12-10-20-12-59    UserID [26]    Transaction Complete 
2017-12-10-20-12-59    UserID [7]    Transaction Complete 
2017-12-10-20-12-59    UserID [18]    Transaction Complete 
2017-12-10-20-12-59    UserID [39]    Transaction Complete 
2017-12-10-20-12-59    UserID [42]    Transaction Complete 
2017-12-10-20-12-59    UserID [38]    Transaction Complete 
2017-12-10-20-12-59    UserID [8]    Transaction Complete 
2017-12-10-20-12-59    UserID [1]    Transaction Complete 
2017-12-10-20-12-59    UserID [30]    Transaction Complete 
2017-12-10-20-12-59    UserID [10]    Transaction Complete 
2017-12-10-20-12-59    UserID [13]    Transaction Complete 
2017-12-10-20-12-59    UserID [48]    Transaction Complete 
2017-12-10-20-12-59    UserID [29]    Transaction Complete 
2017-12-10-20-12-59    UserID [9]    Transaction Complete 
2017-12-10-20-12-59    UserID [31]    Transaction Complete 
2017-12-10-20-12-59    UserID [22]    Transaction Complete 
2017-12-10-20-12-59    UserID [32]    Transaction Complete 
2017-12-10-20-12-59    UserID [24]    Transaction Complete 
2017-12-10-20-12-59    UserID [28]    Transaction Complete 
2017-12-10-20-12-59    UserID [16]    Transaction Complete 
2017-12-10-20-12-59    UserID [36]    Transaction Complete 
2017-12-10-20-12-59    UserID [34]    Transaction Complete 
2017-12-10-20-12-59    UserID [49]    Transaction Complete 
2017-12-10-20-12-59    UserID [25]    Transaction Complete 
2017-12-10-20-12-59    UserID [33]    Transaction Complete 
2017-12-10-20-12-59    UserID [19]    Transaction Complete 
2017-12-10-20-12-59    UserID [47]    Transaction Complete 
2017-12-10-20-12-59    UserID [15]    Transaction Complete 
2017-12-10-20-12-59    UserID [12]    Transaction Complete 
2017-12-10-20-12-59    UserID [35]    Transaction Complete 
2017-12-10-20-12-59    UserID [37]    Transaction Complete 
2017-12-10-20-12-59    UserID [45]    Transaction Complete 
2017-12-10-20-12-59    UserID [23]    Transaction Complete 
2017-12-10-20-12-59    UserID [2]    Transaction Complete 
2017-12-10-20-12-59    UserID [17]    Transaction Complete 
2017-12-10-20-12-59    UserID [14]    Transaction Complete 
2017-12-10-20-12-59    UserID [11]    Transaction Complete 
2017-12-10-20-12-59    UserID [4]    Transaction Complete 
2017-12-10-20-12-59    UserID [40]    Transaction Complete 
2017-12-10-20-12-59    UserID [20]    Transaction Complete 
2017-12-10-20-12-59    UserID [6]    Transaction Complete 
2017-12-10-20-12-59    UserID [44]    Transaction Complete 
2017-12-10-20-12-59    UserID [0]    Transaction Complete 
2017-12-10-20-12-59    UserID [27]    Transaction Complete 
2017-12-10-20-12-59    UserID [21]    Transaction Complete 
2017-12-10-20-12-59    UserID [5]    Transaction Complete 
2017-12-10-20-13-0    UserID [43]    Transaction Complete 
2017-12-10-20-13-0    UserID [41]    Transaction Complete 
2017-12-10-20-13-0    UserID [46]    Transaction Complete 
2017-12-10-20-13-0    UserID [3]    Transaction Complete 
2017-12-10-20-13-0    UserID [26]    Transaction Complete 
2017-12-10-20-13-0    UserID [7]    Transaction Complete 
2017-12-10-20-13-0    UserID [8]    Transaction Complete 
2017-12-10-20-13-0    UserID [39]    Transaction Complete 
2017-12-10-20-13-0    UserID [18]    Transaction Complete 
2017-12-10-20-13-0    UserID [30]    Transaction Complete 
2017-12-10-20-13-0    UserID [1]    Transaction Complete 
2017-12-10-20-13-0    UserID [10]    Transaction Complete 
2017-12-10-20-13-0    UserID [29]    Transaction Complete 
2017-12-10-20-13-0    UserID [31]    Transaction Complete 
2017-12-10-20-13-0    UserID [42]    Transaction Complete 
2017-12-10-20-13-0    UserID [9]    Transaction Complete 
2017-12-10-20-13-0    UserID [24]    Transaction Complete 
2017-12-10-20-13-0    UserID [36]    Transaction Complete 
2017-12-10-20-13-0    UserID [38]    Transaction Complete 
2017-12-10-20-13-0    UserID [19]    Transaction Complete 
2017-12-10-20-13-0    UserID [49]    Transaction Complete 
2017-12-10-20-13-0    UserID [48]    Transaction Complete 
2017-12-10-20-13-0    UserID [13]    Transaction Complete 
2017-12-10-20-13-0    UserID [37]    Transaction Complete 
2017-12-10-20-13-0    UserID [23]    Transaction Complete 
2017-12-10-20-13-0    UserID [22]    Transaction Complete 
2017-12-10-20-13-0    UserID [32]    Transaction Complete 
2017-12-10-20-13-0    UserID [35]    Transaction Complete 
2017-12-10-20-13-0    UserID [47]    Transaction Complete 
2017-12-10-20-13-0    UserID [15]    Transaction Complete 
2017-12-10-20-13-0    UserID [34]    Transaction Complete 
2017-12-10-20-13-0    UserID [45]    Transaction Complete 
2017-12-10-20-13-0    UserID [20]    Transaction Complete 
2017-12-10-20-13-0    UserID [40]    Transaction Complete 
2017-12-10-20-13-0    UserID [25]    Transaction Complete 
2017-12-10-20-13-0    UserID [16]    Transaction Complete 
2017-12-10-20-13-0    UserID [14]    Transaction Complete 
2017-12-10-20-13-0    UserID [17]    Transaction Complete 
2017-12-10-20-13-0    UserID [33]    Transaction Complete 
2017-12-10-20-13-0    UserID [12]    Transaction Complete 
2017-12-10-20-13-0    UserID [28]    Transaction Complete 
2017-12-10-20-13-0    UserID [2]    Transaction Complete 
2017-12-10-20-13-0    UserID [4]    Transaction Complete 
2017-12-10-20-13-0    UserID [11]    Transaction Complete 
2017-12-10-20-13-0    UserID [6]    Transaction Complete 
2017-12-10-20-13-0    UserID [44]    Transaction Complete 
2017-12-10-20-13-0    UserID [0]    Transaction Complete 
2017-12-10-20-13-0    UserID [27]    Transaction Complete 
2017-12-10-20-13-0    UserID [5]    Transaction Complete 
2017-12-10-20-13-0    UserID [7]    Transaction Complete 
2017-12-10-20-13-0    UserID [41]    Transaction Complete 
2017-12-10-20-13-0    UserID [21]    Transaction Complete 
2017-12-10-20-13-1    UserID [3]    Transaction Complete 
2017-12-10-20-13-1    UserID [26]    Transaction Complete 
2017-12-10-20-13-1    UserID [46]    Transaction Complete 
2017-12-10-20-13-1    UserID [18]    Transaction Complete 
2017-12-10-20-13-1    UserID [39]    Transaction Complete 
2017-12-10-20-13-1    UserID [43]    Transaction Complete 
2017-12-10-20-13-1    UserID [8]    Transaction Complete 
2017-12-10-20-13-1    UserID [30]    Transaction Complete 
2017-12-10-20-13-1    UserID [10]    Transaction Complete 
2017-12-10-20-13-1    UserID [1]    Transaction Complete 
2017-12-10-20-13-1    UserID [31]    Transaction Complete 
2017-12-10-20-13-1    UserID [9]    Transaction Complete 
2017-12-10-20-13-1    UserID [19]    Transaction Complete 
2017-12-10-20-13-1    UserID [38]    Transaction Complete 
2017-12-10-20-13-1    UserID [49]    Transaction Complete 
2017-12-10-20-13-1    UserID [23]    Transaction Complete 
2017-12-10-20-13-1    UserID [42]    Transaction Complete 
2017-12-10-20-13-1    UserID [29]    Transaction Complete 
2017-12-10-20-13-1    UserID [36]    Transaction Complete 
2017-12-10-20-13-1    UserID [24]    Transaction Complete 
2017-12-10-20-13-1    UserID [22]    Transaction Complete 
2017-12-10-20-13-1    UserID [48]    Transaction Complete 
2017-12-10-20-13-1    UserID [13]    Transaction Complete 
2017-12-10-20-13-1    UserID [16]    Transaction Complete 
2017-12-10-20-13-1    UserID [40]    Transaction Complete 
2017-12-10-20-13-1    UserID [32]    Transaction Complete 
2017-12-10-20-13-1    UserID [35]    Transaction Complete 
2017-12-10-20-13-1    UserID [25]    Transaction Complete 
2017-12-10-20-13-1    UserID [20]    Transaction Complete 
2017-12-10-20-13-1    UserID [17]    Transaction Complete 
2017-12-10-20-13-1    UserID [33]    Transaction Complete 
2017-12-10-20-13-1    UserID [34]    Transaction Complete 
2017-12-10-20-13-1    UserID [37]    Transaction Complete 
2017-12-10-20-13-1    UserID [15]    Transaction Complete 
2017-12-10-20-13-1    UserID [14]    Transaction Complete 
2017-12-10-20-13-1    UserID [47]    Transaction Complete 
2017-12-10-20-13-1    UserID [45]    Transaction Complete 
2017-12-10-20-13-1    UserID [44]    Transaction Complete 
2017-12-10-20-13-1    UserID [28]    Transaction Complete 
2017-12-10-20-13-1    UserID [12]    Transaction Complete 
2017-12-10-20-13-1    UserID [6]    Transaction Complete 
2017-12-10-20-13-1    UserID [11]    Transaction Complete 
2017-12-10-20-13-1    UserID [4]    Transaction Complete 
2017-12-10-20-13-1    UserID [2]    Transaction Complete 
2017-12-10-20-13-1    UserID [0]    Transaction Complete 
2017-12-10-20-13-1    UserID [5]    Transaction Complete 
2017-12-10-20-13-1    UserID [7]    Transaction Complete 
2017-12-10-20-13-1    UserID [27]    Transaction Complete 
2017-12-10-20-13-1    UserID [21]    Transaction Complete 
2017-12-10-20-13-1    UserID [46]    Transaction Complete 
2017-12-10-20-13-1    UserID [41]    Transaction Complete 
2017-12-10-20-13-1    UserID [3]    Transaction Complete 
2017-12-10-20-13-1    UserID [18]    Transaction Complete 
2017-12-10-20-13-2    UserID [8]    Transaction Complete 
2017-12-10-20-13-2    UserID [43]    Transaction Complete 
2017-12-10-20-13-2    UserID [39]    Transaction Complete 
2017-12-10-20-13-2    UserID [26]    Transaction Complete 
2017-12-10-20-13-2    UserID [19]    Transaction Complete 
2017-12-10-20-13-2    UserID [38]    Transaction Complete 
2017-12-10-20-13-2    UserID [10]    Transaction Complete 
2017-12-10-20-13-2    UserID [30]    Transaction Complete 
2017-12-10-20-13-2    UserID [36]    Transaction Complete 
2017-12-10-20-13-2    UserID [31]    Transaction Complete 
2017-12-10-20-13-2    UserID [49]    Transaction Complete 
2017-12-10-20-13-2    UserID [23]    Transaction Complete 
2017-12-10-20-13-2    UserID [29]    Transaction Complete 
2017-12-10-20-13-2    UserID [48]    Transaction Complete 
2017-12-10-20-13-2    UserID [1]    Transaction Complete 
2017-12-10-20-13-2    UserID [22]    Transaction Complete 
2017-12-10-20-13-2    UserID [9]    Transaction Complete 
2017-12-10-20-13-2    UserID [33]    Transaction Complete 
2017-12-10-20-13-2    UserID [13]    Transaction Complete 
2017-12-10-20-13-2    UserID [42]    Transaction Complete 
2017-12-10-20-13-2    UserID [32]    Transaction Complete 
2017-12-10-20-13-2    UserID [20]    Transaction Complete 
2017-12-10-20-13-2    UserID [35]    Transaction Complete 
2017-12-10-20-13-2    UserID [16]    Transaction Complete 
2017-12-10-20-13-2    UserID [25]    Transaction Complete 
2017-12-10-20-13-2    UserID [2]    Transaction Complete 
2017-12-10-20-13-2    UserID [24]    Transaction Complete 
2017-12-10-20-13-2    UserID [14]    Transaction Complete 
2017-12-10-20-13-2    UserID [4]    Transaction Complete 
2017-12-10-20-13-2    UserID [37]    Transaction Complete 
2017-12-10-20-13-2    UserID [28]    Transaction Complete 
2017-12-10-20-13-2    UserID [47]    Transaction Complete 
2017-12-10-20-13-2    UserID [15]    Transaction Complete 
2017-12-10-20-13-2    UserID [17]    Transaction Complete 
2017-12-10-20-13-2    UserID [40]    Transaction Complete 
2017-12-10-20-13-2    UserID [11]    Transaction Complete 
2017-12-10-20-13-2    UserID [0]    Transaction Complete 
2017-12-10-20-13-2    UserID [44]    Transaction Complete 
2017-12-10-20-13-2    UserID [6]    Transaction Complete 
2017-12-10-20-13-2    UserID [34]    Transaction Complete 
2017-12-10-20-13-2    UserID [7]    Transaction Complete 
2017-12-10-20-13-2    UserID [12]    Transaction Complete 
2017-12-10-20-13-2    UserID [45]    Transaction Complete 
2017-12-10-20-13-2    UserID [27]    Transaction Complete 
2017-12-10-20-13-2    UserID [5]    Transaction Complete 
2017-12-10-20-13-2    UserID [21]    Transaction Complete 
2017-12-10-20-13-2    UserID [46]    Transaction Complete 
2017-12-10-20-13-2    UserID [3]    Transaction Complete 
2017-12-10-20-13-2    UserID [41]    Transaction Complete 
2017-12-10-20-13-2    UserID [39]    Transaction Complete 
2017-12-10-20-13-2    UserID [43]    Transaction Complete 
2017-12-10-20-13-2    UserID [8]    Transaction Complete 
2017-12-10-20-13-2    UserID [30]    Transaction Complete 
2017-12-10-20-13-2    UserID [18]    Transaction Complete 
2017-12-10-20-13-2    UserID [36]    Transaction Complete 
2017-12-10-20-13-2    UserID [26]    Transaction Complete 
2017-12-10-20-13-3    UserID [38]    Transaction Complete 
2017-12-10-20-13-3    UserID [31]    Transaction Complete 
2017-12-10-20-13-3    UserID [10]    Transaction Complete 
